Dшт,Pлин,Pсб,Pсб1,Ro_c,Ro_g,Ro_w,Tлин,Глубина манометра,Дебит воды,Дебит воды1,Дебит гааз,Дебит газа,Дебит кон нестабильный,Дебит смеси,Дебит ст. конд.,Нэф,Рзаб,Рзаб1,Рлин1,Рпл. Тек (Карноухов),Рпл. Тек (Расчет по КВД),Рпл. Тек (послед точка на КВД),Руст,Руст1,Тзаб,Тна шлейфе,Туст,Удельная плотность газа ,дата,номер скважины
2.42098,5.99341,5.53895,5.53895,3.77713,1.35677,0.80699,5.9719,3.7779,5.47443,4.68955,6.03642,6.05792,5.99341,5.9719,6.03642,2.87743,5.96378,5.98529,5.92077,3.06298,3.61036,3.91707,5.92077,5.58616,5.44901,4.4427,4.918,2.69905,5.9719,2.45912
